ID_Lectura,Temperatura_Zona1_C,Velocidad_Cinta_m_min,Horas_Desde_Mantenimiento,Humedad_Ambiente_Pct,Espesor_Material_mm,Consumo_Energia_KWh
3401,774.6,0.73,387,74.1,5.78,576.63
3402,778.5,0.66,428,60.8,5.27,582.37
3403,759.8,1.17,179,69.8,5.89,539.04
3404,745.1,1.93,91,48.6,4.34,482.72
3405,771.8,2.91,413,50.5,4.67,509.35
3406,623.4,2.69,325,45.9,5.27,482.48
3407,784.1,2.69,146,51.9,5.05,513.37
3408,756.3,0.94,242,60.5,4.71,538.88
3409,738.9,1.16,124,54.6,5.27,518.83
3410,852.3,0.69,261,71.9,6.43,608.33
3411,716.3,2.45,298,75.0,5.46,514.46
3412,729.8,0.67,58,53.5,6.17,511.43
3413,849.6,1.89,461,42.0,4.83,577.65
3414,708.4,1.12,13,77.3,5.05,493.11
3415,722.5,1.11,388,66.8,5.24,537.73
3416,742.6,2.98,185,62.0,4.56,487.06
3417,792.0,2.39,281,67.3,5.25,545.57
3418,760.4,2.59,440,33.8,6.57,561.39
3419,685.4,1.93,35,33.4,6.74,459.91
3420,723.4,2.68,79,37.7,6.38,483.27
3421,719.6,2.11,302,37.4,5.31,492.84
3422,746.1,2.87,415,51.0,4.28,513.58
3423,771.3,1.2,243,37.9,7.45,534.23
3424,770.9,1.99,240,72.7,4.49,515.22
3425,661.2,2.23,272,58.9,6.52,487.08
3426,803.2,1.48,435,48.4,5.37,579.88
3427,762.6,2.7,295,33.5,3.97,485.39
3428,819.2,2.95,83,59.6,3.52,503.5
3429,772.2,1.73,130,35.8,6.39,520.05
3430,805.1,1.48,472,67.2,4.43,585.83
3431,773.3,1.68,15,70.1,3.74,489.86
3432,817.3,2.63,33,57.2,4.73,511.14
3433,776.1,2.11,203,37.5,4.99,512.18
3434,745.1,0.61,177,69.3,5.37,520.59
3435,863.6,1.86,386,45.4,5.32,577.89
3436,794.5,0.54,408,41.1,4.27,557.39
3437,778.7,2.45,446,53.5,5.0,525.6
3438,686.2,1.32,350,76.1,6.72,542.6
3439,685.6,1.68,219,44.9,3.95,470.82
3440,764.6,2.5,142,75.3,5.47,513.71
3441,757.3,0.62,354,32.7,3.95,524.65
3442,719.3,0.9,301,34.2,4.59,514.33
3443,757.0,1.49,467,64.9,6.13,567.73
3444,829.4,1.07,183,39.5,2.97,535.13
3445,784.8,1.34,160,45.8,7.1,535.76
3446,692.9,3.0,97,36.8,3.71,447.27
3447,744.4,2.56,310,46.6,2.99,470.36
3448,709.8,2.71,275,44.0,5.02,469.67
3449,730.6,2.84,319,66.8,4.57,498.83
3450,729.3,1.35,79,65.1,4.38,466.96
3451,726.1,1.24,214,77.7,5.64,513.34
3452,687.2,1.09,350,66.2,4.07,501.32
3453,743.6,2.58,41,64.7,5.57,499.57
3454,722.0,2.2,52,64.7,5.83,477.27
3455,603.5,1.09,127,74.1,3.63,434.62
3456,852.6,1.44,386,44.8,6.03,572.35
3457,804.4,1.77,24,45.0,5.77,519.37
3458,731.2,1.82,331,67.1,6.55,534.01
3459,750.9,2.72,408,41.4,5.01,508.07
3460,691.4,1.45,124,75.6,4.17,487.74
3461,834.8,2.77,346,56.7,6.25,571.42
3462,844.9,1.6,29,45.0,5.05,528.27
3463,757.8,2.37,187,68.8,6.82,503.82
3464,801.2,2.83,271,45.6,5.71,519.82
3465,758.8,2.77,88,78.2,4.97,507.61
3466,683.2,0.64,390,79.1,4.12,520.83
3467,729.4,1.01,410,63.3,4.9,532.09
3468,756.6,1.69,129,35.7,5.94,523.68
3469,727.3,1.58,35,43.2,3.49,466.4
3470,739.1,2.1,31,55.8,4.59,477.91
3471,745.4,2.86,210,72.6,3.39,508.6
3472,746.0,0.78,73,39.2,3.96,505.43
3473,752.6,1.63,469,35.2,4.39,533.76
3474,697.0,0.98,223,33.7,4.73,498.04
3475,714.1,2.74,323,55.3,5.35,503.81
3476,685.8,2.91,480,74.2,5.7,517.78
3477,798.9,1.7,302,32.1,6.38,542.13
3478,644.7,0.76,87,40.6,6.6,491.7
3479,807.7,2.46,225,64.7,6.19,556.6
3480,819.3,2.24,465,71.3,4.62,558.69
3481,734.9,1.39,483,70.4,5.23,549.73
3482,619.8,2.72,233,69.3,4.44,441.88
3483,731.9,2.94,386,36.5,5.25,506.93
3484,746.8,1.89,37,49.9,4.84,493.52
3485,699.5,1.91,489,79.2,3.86,514.1
3486,724.2,1.24,479,79.4,6.45,563.77
3487,826.5,1.96,314,60.1,6.71,578.6
3488,783.2,1.6,210,65.5,4.24,531.01
3489,703.8,1.26,76,77.6,5.52,498.01
3490,670.1,0.67,482,52.5,4.29,524.47
3491,733.6,1.13,368,36.8,4.92,530.5
3492,739.3,0.99,135,63.4,4.47,488.7
3493,774.8,1.86,469,78.0,4.37,543.54
3494,723.2,2.0,358,64.9,5.19,505.81
3495,775.6,2.02,204,70.2,3.18,497.04
3496,846.8,1.47,434,51.1,4.48,572.05
3497,790.8,1.55,183,34.8,8.0,561.64
3498,747.6,2.59,96,38.4,3.46,481.44
3499,740.8,1.69,352,79.1,4.62,535.73
3500,732.2,2.97,320,54.7,5.29,492.05
3501,809.0,1.6,475,30.6,4.82,556.45
3502,718.6,2.12,404,77.8,4.24,509.08
3503,752.3,0.63,493,54.9,5.97,565.39
3504,752.6,2.13,163,71.8,5.15,521.21
3505,724.9,2.63,465,57.4,4.38,500.56
3506,681.4,2.86,485,35.1,5.86,503.65
3507,766.1,2.99,219,60.8,4.47,486.63
3508,746.9,1.21,22,79.9,4.13,500.64
3509,775.0,1.94,173,31.7,5.59,512.03
3510,723.3,1.63,499,72.1,3.69,519.09
3511,811.0,1.91,497,41.8,6.76,578.27
3512,706.2,0.89,264,49.7,6.52,528.97
3513,835.6,2.64,393,48.6,5.55,546.63
3514,662.6,2.77,73,74.9,4.42,435.4
3515,771.7,1.62,316,55.2,3.93,526.22
3516,773.8,1.2,85,52.4,2.43,480.4
3517,710.2,0.85,31,70.9,6.62,495.03
3518,771.2,2.21,69,32.4,4.03,499.05
3519,814.0,1.28,395,34.3,5.35,555.32
3520,639.2,2.77,65,31.1,5.2,420.51
3521,775.1,2.18,177,64.4,3.33,506.58
3522,625.3,2.11,421,56.3,4.4,470.98
3523,701.7,1.9,214,73.8,3.87,478.58
3524,831.5,0.61,362,54.9,5.79,599.25
3525,720.9,2.83,268,41.1,5.84,473.26
3526,691.3,2.07,200,70.3,4.76,489.07
3527,740.1,2.99,491,44.7,4.16,504.15
3528,853.4,1.84,416,76.8,5.19,564.11
3529,658.4,2.28,64,42.5,6.11,473.88
3530,697.4,0.64,425,38.4,3.52,515.12
3531,824.9,2.08,349,54.7,7.11,583.68
3532,842.9,2.41,293,32.5,4.76,557.66
3533,744.8,2.45,389,31.8,4.88,505.28
3534,688.0,2.43,273,54.8,6.6,493.11
3535,854.8,1.07,268,40.8,4.94,572.6
3536,829.7,2.94,359,30.5,4.89,534.51
3537,783.9,2.99,98,44.8,4.09,497.51
3538,709.4,0.69,446,53.9,4.42,546.76
3539,747.5,2.84,231,49.7,4.29,489.09
3540,742.0,1.22,422,36.8,3.23,527.88
3541,766.5,2.22,359,59.0,2.92,522.82
3542,822.6,1.35,491,65.5,4.77,588.58
3543,794.0,2.92,98,63.8,3.62,486.22
3544,696.1,0.75,474,49.7,5.65,514.49
3545,818.8,1.74,68,36.9,4.78,521.32
3546,765.7,1.57,161,55.0,3.4,510.94
3547,784.4,1.32,431,74.5,6.52,569.51
3548,823.3,2.11,37,53.4,4.57,517.19
3549,694.4,0.83,234,39.8,5.52,509.44
3550,748.2,2.29,327,34.7,6.64,531.21
3551,723.4,2.95,493,77.2,4.97,523.23
3552,671.6,2.51,60,67.2,5.01,441.16
3553,767.3,2.65,272,45.6,6.44,536.38
3554,875.6,1.4,288,44.8,4.71,578.37
3555,658.0,1.31,55,74.8,6.07,467.97
3556,748.4,1.79,483,38.9,4.93,523.1
3557,782.0,0.61,343,56.8,5.17,566.1
3558,756.2,2.86,115,65.7,5.16,516.04
3559,744.3,0.86,293,49.8,4.63,526.65
3560,685.0,2.76,33,32.0,4.47,431.93
3561,761.6,0.71,16,41.4,4.35,501.19
3562,712.2,2.56,377,75.1,3.7,496.8
3563,640.5,0.88,493,56.2,4.55,503.23
3564,809.7,0.6,496,70.8,4.73,613.55
3565,797.9,2.3,344,57.8,5.41,546.71
3566,752.6,1.2,442,77.2,4.91,541.71
3567,761.5,2.29,12,75.5,6.08,488.54
3568,803.7,1.89,267,54.1,6.03,561.53
3569,761.2,0.77,272,45.9,6.35,551.92
3570,795.2,2.83,130,60.1,4.8,503.3
3571,735.1,1.63,217,63.7,4.49,502.13
3572,815.6,2.34,30,54.9,3.63,507.07
3573,766.0,1.75,402,71.1,6.31,550.21
3574,759.7,2.01,149,39.2,3.85,490.62
3575,686.5,1.26,486,46.7,4.1,522.16
3576,764.3,1.0,289,64.3,5.23,536.71
3577,708.4,1.86,298,42.3,4.69,509.8
3578,718.1,1.6,215,52.0,6.45,496.39
3579,709.2,1.48,52,78.2,4.23,479.07
3580,696.7,2.18,347,61.3,5.03,501.3
3581,856.2,2.23,127,77.5,3.15,511.99
3582,816.6,0.61,14,66.1,6.23,542.05
3583,846.0,1.35,216,66.2,3.32,557.11
3584,688.9,1.53,132,59.6,7.49,494.25
3585,753.6,0.74,336,37.1,4.88,536.45
3586,685.3,1.09,354,56.0,4.71,504.48
3587,715.2,0.63,151,42.6,4.97,513.14
3588,704.1,2.99,381,79.9,3.93,494.52
3589,812.0,2.34,241,43.3,5.66,533.65
3590,730.2,0.72,173,41.5,4.59,500.77
3591,803.4,0.55,44,61.2,4.69,542.39
3592,780.2,2.3,373,55.5,6.29,550.13
3593,865.2,1.6,443,31.1,3.28,584.23
3594,676.0,2.47,481,36.5,4.8,500.97
3595,813.0,2.81,344,70.6,4.89,511.51
3596,807.3,2.0,20,54.2,5.14,523.65
3597,701.3,0.97,417,37.3,4.44,519.39
3598,800.4,2.46,84,53.3,4.68,508.93
3599,766.8,2.89,309,42.7,6.85,507.63
3600,738.6,1.95,444,41.2,5.5,528.58
3601,708.8,2.2,410,77.9,4.22,511.09
3602,714.0,1.34,390,48.1,5.65,515.22
3603,852.5,1.45,207,32.3,5.05,570.99
3604,750.0,2.34,350,78.5,5.74,540.28
3605,789.1,2.82,273,69.7,4.8,519.76
3606,710.5,2.07,344,42.7,4.19,514.38
3607,711.0,2.47,383,50.4,3.33,493.46
3608,804.1,0.93,233,73.1,6.15,580.13
3609,682.5,1.03,131,47.9,5.68,479.49
3610,729.2,1.83,83,58.4,5.36,495.59
3611,751.7,0.94,37,56.7,5.65,524.23
3612,755.6,2.09,472,50.1,6.24,562.72
3613,741.0,1.23,405,62.0,3.32,537.41
3614,769.8,2.48,180,53.7,5.08,519.86
3615,784.6,2.52,475,31.1,3.19,542.43
3616,786.7,1.66,385,70.7,4.61,529.1
3617,700.7,0.95,430,35.7,5.33,522.63
3618,735.8,2.12,373,53.2,4.65,499.47
3619,809.7,2.98,392,59.0,6.76,541.63
3620,794.7,2.06,225,65.3,4.71,524.86
3621,681.4,0.59,328,50.5,4.23,501.43
3622,767.6,0.54,110,66.8,5.03,543.58
3623,651.1,1.3,255,36.6,3.96,454.99
3624,752.3,0.99,102,62.7,4.12,508.41
3625,844.9,2.53,72,71.3,5.94,555.18
3626,702.6,2.61,275,74.5,5.99,498.03
3627,708.3,1.15,215,59.0,5.16,525.41
3628,788.2,1.31,89,45.6,5.61,506.05
3629,672.9,1.09,46,38.2,7.09,473.3
3630,718.4,2.77,20,47.3,4.94,473.37
3631,779.8,1.76,124,57.0,4.13,501.97
3632,718.3,2.14,99,39.8,5.54,477.66
3633,738.2,1.54,241,77.6,5.84,543.76
3634,787.2,2.08,28,74.9,5.93,522.17
3635,771.1,1.46,61,31.6,6.14,496.06
3636,763.3,1.35,383,58.1,5.99,560.81
3637,733.0,2.09,283,69.5,5.52,509.69
3638,768.5,1.98,103,42.3,5.64,502.07
3639,743.8,1.23,41,56.2,5.41,500.28
3640,772.9,0.87,160,50.3,3.41,509.73
3641,725.2,1.42,149,39.8,3.28,485.65
3642,740.9,1.54,67,60.7,3.95,478.38
3643,700.5,2.07,470,79.7,5.82,533.01
3644,748.2,2.79,30,48.3,4.56,476.84
3645,709.4,0.59,158,57.6,5.14,506.77
3646,694.3,1.11,230,46.4,6.56,511.44
3647,762.9,0.98,230,73.8,6.08,547.24
3648,760.6,1.76,251,73.2,2.83,509.63
3649,789.1,1.57,228,38.9,5.73,536.3
3650,728.4,2.32,38,75.0,5.06,477.79
3651,770.4,1.11,472,37.6,4.34,551.74
3652,777.5,1.99,56,34.8,4.67,497.0
3653,772.2,2.71,405,62.6,4.69,526.63
3654,708.7,2.78,67,49.3,3.69,447.48
3655,757.5,2.9,434,56.5,5.24,538.04
3656,768.2,2.43,284,62.6,7.18,560.07
3657,750.4,2.76,149,32.6,6.02,518.09
3658,645.7,1.09,32,44.6,2.97,435.79
3659,758.0,0.99,398,53.0,5.29,541.91
3660,860.6,0.52,387,43.3,5.29,599.26
3661,732.0,2.27,419,32.4,4.01,509.27
3662,713.6,2.84,382,34.3,3.79,495.97
3663,768.7,0.97,72,70.1,5.9,520.51
3664,765.6,2.09,61,75.6,5.1,501.5
3665,809.6,2.37,275,37.6,4.52,519.48
3666,687.1,2.82,351,42.5,5.6,503.9
3667,786.6,2.12,176,62.6,7.12,544.89
3668,779.5,2.93,160,77.7,5.26,506.61
3669,742.9,1.36,20,45.0,5.29,493.16
3670,766.9,1.37,485,72.8,4.98,549.79
3671,801.5,1.86,104,55.3,4.61,522.81
3672,793.6,1.46,81,77.8,5.82,537.71
3673,692.8,0.5,393,36.8,4.81,503.79
3674,791.0,2.33,496,78.7,5.5,559.65
3675,746.8,2.38,57,52.0,6.5,492.46
3676,753.6,2.37,357,77.6,5.74,531.71
3677,753.7,1.36,281,52.9,3.73,512.35
3678,742.5,1.81,439,56.5,3.67,526.25
3679,809.6,1.4,440,70.2,6.25,600.74
3680,745.8,0.54,104,66.1,4.89,522.87
3681,694.0,1.91,242,61.0,5.26,504.43
3682,730.3,0.81,57,50.8,4.21,495.45
3683,758.9,0.7,217,69.6,5.62,539.02
3684,811.5,2.39,462,77.4,6.89,580.91
3685,780.2,0.52,236,30.5,5.15,551.04
3686,707.5,2.9,418,59.4,5.65,513.32
3687,874.3,1.79,86,73.3,6.25,581.69
3688,763.2,2.96,358,62.7,6.68,534.52
3689,813.8,0.64,228,70.0,4.32,544.24
3690,742.4,1.96,369,74.8,5.41,531.7
3691,776.7,1.37,90,67.5,6.28,515.1
3692,792.0,2.61,46,65.9,6.55,513.57
3693,810.9,1.4,111,78.2,4.58,523.97
3694,802.9,1.15,200,73.2,4.33,542.23
3695,793.6,2.64,38,70.8,4.85,502.48
3696,734.2,1.44,323,34.3,4.68,514.69
3697,721.4,0.54,262,42.0,4.72,515.83
3698,766.6,1.48,260,57.8,5.41,530.57
3699,796.7,2.14,235,65.5,4.46,540.24
3700,738.9,1.14,103,45.2,6.56,517.64
3701,803.3,1.58,424,34.7,4.6,541.23
3702,822.6,0.64,95,45.6,4.4,542.1
3703,704.2,1.97,119,68.6,3.83,486.5
3704,708.2,2.39,226,73.9,6.26,497.03
3705,743.0,1.53,205,75.6,3.71,502.59
3706,765.4,1.55,492,48.9,5.46,565.17
3707,723.8,0.72,306,48.6,5.69,523.59
3708,817.6,1.0,443,50.3,2.08,544.53
3709,771.2,0.89,53,48.8,3.69,487.97
3710,752.0,1.7,402,63.3,4.62,543.03
3711,678.2,1.82,452,47.9,6.89,531.36
3712,684.2,2.87,99,31.0,4.62,437.89
3713,764.1,0.68,484,52.0,4.5,551.43
3714,643.4,2.0,164,41.2,4.25,454.34
3715,800.6,1.82,475,31.4,4.23,552.52
3716,742.1,1.79,487,53.5,4.36,515.9
3717,900.0,2.68,118,40.3,4.33,549.56
3718,865.4,1.01,68,52.6,4.29,554.97
3719,740.9,0.6,119,43.9,4.28,519.92
3720,744.7,2.18,488,60.2,4.62,543.69
3721,799.8,1.36,115,79.5,5.95,552.72
3722,835.2,0.54,396,57.4,3.88,573.81
3723,668.1,1.13,230,62.3,4.35,470.32
3724,660.7,1.27,272,76.0,4.48,493.11
3725,718.9,2.04,91,48.7,5.0,478.68
3726,779.1,0.93,281,38.3,4.24,542.44
3727,774.8,1.53,58,44.1,7.08,525.13
3728,803.5,1.71,386,50.1,5.58,576.65
3729,690.0,1.65,41,62.3,5.97,472.68
3730,634.2,2.93,495,30.2,5.24,473.35
3731,792.9,0.61,98,72.7,6.4,545.66
3732,708.6,2.88,437,33.8,3.86,480.62
3733,649.1,1.95,489,75.0,4.44,511.26
3734,757.3,2.49,28,77.5,4.18,480.57
3735,789.7,1.58,12,79.5,4.83,538.69
3736,743.9,1.63,387,70.5,6.58,536.86
3737,727.1,2.7,69,37.1,7.2,486.42
3738,742.0,2.74,428,65.3,5.95,532.67
3739,731.5,1.1,251,40.2,4.9,526.96
3740,682.6,1.0,38,74.9,6.12,478.66
3741,714.3,1.74,84,45.8,6.48,485.98
3742,776.1,2.75,79,46.3,6.18,487.43
3743,766.1,1.31,92,75.9,4.87,531.16
3744,758.4,2.13,366,30.7,4.89,505.27
3745,700.2,2.27,182,39.7,4.34,470.91
3746,740.9,2.45,420,51.1,4.75,545.18
3747,641.1,1.91,206,65.0,4.2,467.89
3748,758.9,1.51,355,62.4,4.94,551.36
3749,821.4,2.92,428,63.5,4.98,572.53
3750,676.3,2.03,156,74.0,4.14,468.03
3751,720.7,2.32,282,36.1,7.69,519.41
3752,766.5,1.36,44,56.1,5.3,508.85
3753,812.6,2.17,122,66.3,6.29,537.03
3754,727.6,1.14,470,61.8,6.2,548.75
3755,715.4,1.11,215,52.4,6.94,537.0
3756,651.6,2.29,167,30.9,4.09,436.13
3757,755.2,1.8,262,33.0,4.45,507.53
3758,852.1,2.21,131,35.9,3.19,508.86
3759,763.9,1.17,57,47.2,3.38,501.88
3760,748.9,2.0,194,35.9,3.99,509.1
3761,766.1,1.61,282,51.3,4.85,506.18
3762,749.4,1.99,110,38.9,4.91,507.52
3763,709.3,1.23,24,69.0,8.0,516.25
3764,791.2,2.29,137,73.6,5.5,535.98
3765,761.3,2.51,219,49.5,5.97,518.07
3766,750.9,1.15,121,55.6,5.14,518.77
3767,701.2,1.25,279,77.7,3.69,504.38
3768,815.2,2.15,151,56.8,5.3,521.97
3769,783.2,2.24,182,79.8,3.39,508.23
3770,722.4,2.26,362,37.1,4.82,499.97
3771,800.1,2.21,175,73.1,5.65,545.05
3772,725.1,1.48,456,54.9,4.41,527.33
3773,710.9,1.49,128,31.1,5.19,489.69
3774,712.0,1.14,212,78.6,4.4,494.91
3775,661.4,0.89,20,78.3,3.89,477.75
3776,773.6,2.23,258,49.2,5.49,527.21
3777,658.4,0.73,313,77.7,6.04,500.12
3778,688.6,2.84,257,37.1,6.04,488.83
3779,646.2,2.57,163,64.0,4.76,450.77
3780,745.7,2.64,332,39.6,2.82,497.59
3781,742.5,2.77,34,42.3,5.09,501.99
3782,733.7,1.52,474,69.0,6.27,566.25
3783,697.9,2.62,454,48.9,3.69,503.76
3784,691.4,0.9,351,30.4,6.78,521.43
3785,773.2,0.55,230,50.7,2.94,526.03
3786,722.5,2.46,119,41.4,5.4,475.19
3787,765.8,0.69,419,64.2,5.83,557.04
3788,705.7,2.97,427,39.7,6.47,504.88
3789,759.1,2.19,99,72.1,5.46,516.41
3790,815.2,2.38,274,43.4,4.67,538.39
3791,779.3,1.11,49,49.7,5.17,504.62
3792,729.4,2.18,468,44.9,4.32,518.56
3793,762.9,0.61,272,62.2,3.01,520.07
3794,738.0,2.59,167,35.1,4.76,487.19
3795,750.4,0.92,127,53.9,5.49,512.42
3796,733.7,2.24,459,46.7,6.03,529.03
3797,741.8,1.06,265,74.2,4.51,513.74
3798,760.6,0.67,423,33.7,6.48,583.13
3799,700.3,1.7,205,71.5,4.83,492.64
3800,699.2,0.92,323,38.4,5.48,514.65
3801,680.6,2.32,320,34.4,5.75,490.68
3802,670.0,1.09,23,40.1,5.05,464.92
3803,689.1,1.36,470,35.1,4.91,509.75
3804,758.0,1.92,127,56.0,6.56,519.66
3805,705.4,1.21,226,79.4,3.3,495.22
3806,775.7,1.44,214,31.7,5.04,534.13
3807,751.7,2.54,86,53.1,3.17,478.22
3808,651.6,0.95,430,49.3,3.2,490.0
3809,782.7,0.71,389,47.0,4.95,562.31
3810,790.5,1.32,181,46.6,4.47,525.17
3811,700.3,1.56,399,74.8,7.08,539.58
3812,771.0,1.86,35,30.9,4.75,491.02
3813,707.2,1.43,137,68.7,6.14,504.18
3814,754.9,2.47,383,42.6,5.05,507.51
3815,686.8,0.6,151,49.2,3.8,476.38
3816,660.3,1.58,401,51.0,3.24,496.21
3817,730.9,1.46,33,45.2,3.64,466.61
3818,743.8,2.12,479,34.7,5.33,532.98
3819,730.1,2.92,241,35.7,6.6,500.8
3820,690.8,1.78,432,44.9,4.09,500.27
3821,730.0,2.97,186,71.1,5.84,488.03
3822,763.5,1.26,350,36.7,4.82,546.03
3823,747.8,0.58,244,67.1,3.94,516.98
3824,759.1,0.91,328,44.4,5.35,523.29
3825,716.5,1.49,35,74.2,6.59,511.73
3826,808.6,1.29,275,51.4,4.92,539.29
3827,691.2,0.74,470,38.6,5.83,542.79
3828,774.4,1.58,371,79.3,5.31,550.38
3829,809.1,1.35,126,38.8,5.31,548.82
3830,774.0,0.81,67,58.4,4.2,512.01
3831,739.9,1.24,279,58.5,5.49,523.71
3832,723.6,2.72,338,48.6,3.54,496.5
3833,801.8,1.26,464,77.6,5.36,594.95
3834,678.9,2.28,304,72.2,6.37,516.18
3835,701.5,2.03,131,71.5,6.8,471.5
3836,730.1,1.57,168,78.7,3.96,478.69
3837,811.9,1.1,187,52.9,5.44,539.87
3838,769.0,1.42,153,34.9,4.29,497.12
3839,701.6,1.98,337,68.3,5.14,502.29
3840,734.5,1.38,377,49.0,6.92,546.64
3841,719.3,1.04,316,39.5,5.88,527.78
3842,714.5,0.79,408,54.2,4.35,534.7
3843,798.9,2.7,98,76.3,4.29,499.33
3844,681.4,1.6,248,38.6,5.02,483.81
3845,830.4,2.06,47,72.4,5.08,529.07
3846,791.4,1.73,370,50.9,5.13,551.08
3847,804.5,2.68,88,36.8,3.51,486.36
3848,726.9,1.87,354,72.4,7.0,541.26
3849,742.5,1.7,336,78.5,7.1,538.55
3850,678.3,2.81,355,44.6,5.48,500.62
3851,723.8,2.3,261,45.2,4.13,480.15
3852,774.7,0.78,337,49.5,4.37,550.83
3853,814.8,0.94,475,70.7,4.06,578.5
3854,694.6,2.47,158,30.5,3.97,450.93
3855,731.7,2.59,25,41.2,4.37,445.74
3856,742.4,1.86,376,65.3,5.42,528.28
3857,680.2,1.89,332,50.3,5.13,491.34
3858,779.6,2.08,330,46.5,6.52,540.48
3859,713.8,1.6,278,73.6,3.48,505.3
3860,740.2,2.2,127,75.9,4.12,506.04
3861,727.4,0.77,201,77.4,3.0,504.04
3862,710.5,2.9,326,43.6,5.14,495.05
3863,749.6,2.38,297,75.6,6.6,544.65
3864,739.2,2.08,405,66.8,4.53,514.55
3865,731.4,1.29,360,37.7,6.37,554.28
3866,713.6,0.9,306,60.5,5.69,514.64
3867,766.0,1.52,203,31.3,5.87,523.97
3868,832.7,2.15,498,65.4,5.59,592.83
3869,757.0,2.08,401,66.7,6.8,567.5
3870,799.8,1.46,452,69.5,4.8,570.32
3871,680.5,2.03,290,38.6,5.69,489.62
3872,757.9,2.53,398,61.4,6.85,560.74
3873,695.1,0.57,310,38.9,3.98,489.96
3874,676.2,1.63,395,77.3,4.78,497.13
3875,713.0,2.4,435,63.8,5.57,508.1
3876,809.6,1.87,259,34.8,4.14,520.39
3877,797.5,2.13,431,39.4,4.1,534.1
3878,762.2,1.79,240,63.2,7.03,552.82
3879,673.4,2.98,12,53.8,4.19,444.04
3880,740.2,0.64,183,66.8,4.63,525.31
3881,765.1,1.73,249,44.0,5.22,533.4
3882,758.8,0.73,495,62.9,5.43,579.96
3883,657.8,0.9,415,38.8,4.45,499.85
3884,705.5,1.46,113,57.2,4.79,493.42
3885,746.8,0.89,298,77.9,4.0,539.52
3886,776.8,2.91,253,61.4,4.45,515.91
3887,640.2,2.87,297,32.5,5.7,458.15
3888,741.9,1.34,376,79.4,5.91,550.83
3889,757.2,2.1,282,37.8,6.02,522.0
3890,792.5,1.83,129,65.9,5.0,506.03
3891,784.6,2.54,347,56.6,4.8,530.92
3892,779.1,2.07,449,44.7,3.69,536.5
3893,710.0,0.5,268,38.9,4.64,504.38
3894,654.6,2.41,79,38.9,5.17,436.78
3895,730.3,2.37,442,72.9,6.09,543.12
3896,800.1,1.77,192,73.6,3.07,529.8
3897,819.7,2.76,470,53.3,4.66,540.2
3898,785.5,2.77,256,35.2,2.73,487.69
3899,771.5,1.81,127,74.2,3.4,510.68
3900,769.0,2.02,40,54.4,6.32,495.22
3901,722.2,2.99,474,51.9,3.7,500.14
3902,743.5,1.25,158,50.4,5.11,498.37
3903,833.5,1.31,25,48.3,6.03,532.86
3904,702.9,0.96,282,56.3,4.53,511.85
3905,830.7,2.74,361,60.2,3.78,549.49
3906,733.9,2.36,394,53.3,5.12,529.46
3907,816.3,0.76,377,74.8,6.56,623.6
3908,679.7,2.95,111,45.9,5.99,455.43
3909,779.3,2.33,81,58.9,4.75,499.17
3910,713.2,2.63,202,45.0,4.44,487.53
3911,679.2,0.62,331,67.7,6.16,536.61
3912,760.9,1.76,120,35.1,3.54,494.72
3913,800.5,2.25,302,39.4,5.94,539.2
3914,707.8,1.86,417,70.1,4.47,523.58
3915,675.0,2.17,356,39.2,3.51,467.67
3916,745.4,2.54,349,61.3,3.23,495.39
3917,745.6,1.44,376,78.5,6.64,557.88
3918,777.4,2.62,327,56.1,4.8,545.28
3919,797.5,0.91,286,39.4,4.11,541.49
3920,747.0,1.18,115,46.0,4.96,506.5
3921,842.8,0.61,46,71.2,4.43,535.32
3922,761.2,1.41,300,47.6,4.46,518.15
3923,732.7,1.45,431,66.2,4.5,538.12
3924,669.4,2.51,190,68.9,5.01,470.98
3925,736.9,2.13,152,55.1,5.76,520.03
3926,733.2,1.59,123,69.2,3.47,477.18
3927,798.0,2.13,247,45.8,6.35,543.59
3928,773.1,0.63,435,55.8,4.06,554.57
3929,691.0,0.95,103,64.3,5.26,492.69
3930,758.6,2.07,269,38.4,4.94,508.84
3931,783.6,2.1,116,43.7,4.19,484.24
3932,826.4,2.44,253,62.6,6.14,559.9
3933,794.4,1.51,432,62.8,4.21,550.73
3934,788.0,2.31,344,54.7,6.42,547.14
3935,753.0,2.21,32,69.8,5.67,495.86
3936,769.4,2.91,370,54.1,4.25,516.37
3937,812.5,1.04,280,74.1,3.8,524.75
3938,683.4,1.88,483,66.8,6.07,509.66
3939,732.5,2.0,149,45.7,3.86,478.97
3940,711.4,3.0,475,49.8,4.87,529.01
3941,769.0,1.0,463,63.4,5.7,561.58
3942,811.5,1.81,393,74.7,5.46,566.53
3943,720.2,1.37,91,38.9,4.8,498.44
3944,630.5,1.81,386,55.7,4.27,480.16
3945,729.4,1.08,447,35.9,5.72,547.5
3946,795.7,0.62,353,44.0,3.12,549.86
3947,776.9,1.93,431,64.3,5.26,534.13
3948,771.4,1.34,165,33.9,3.7,490.95
3949,736.0,0.95,344,63.1,4.12,519.87
3950,686.0,1.31,28,75.0,5.37,472.81
3951,775.8,0.62,78,78.5,4.25,536.99
3952,708.3,2.88,457,40.8,6.16,513.26
3953,859.2,1.95,141,67.4,5.71,553.33
3954,778.5,2.54,265,76.3,4.3,516.84
3955,721.0,1.56,218,34.6,4.77,510.15
3956,719.4,2.76,19,50.7,3.9,451.71
